Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City,Investors_Name,InvestmentnType,Amount_in_USD,Remarks
1679,2015-07-15,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Equity,2300000.0,Series B
1680,2015-07-15,InstaLively.com,Live video streaming app,,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,,
1681,2015-07-15,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,Series A
1682,2015-07-16,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,
1683,2015-07-17,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,Follow on Funding
1684,2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,
1685,2015-07-20,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,No confirmation
1686,2015-07-20,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,Series A
1687,2015-07-21,ZenRadius,Online Hiring Platform,,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,,
1688,2015-07-21,Joy by nature,Organic Food ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,Series A
1689,2015-07-22,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Equity,2000000.0,Series A
1690,2015-07-22,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,Late Stage
1691,2015-07-23,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000.0,Series A
1692,2015-07-23,Mswipe,Mobile Point of Sale payment solution,,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,Series B
1693,2015-07-23,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,320000.0,
1694,2015-07-23,iCrushiFlush,Casual Dating App,,Mumbai,IDG Ventures India,Seed Funding,,
1695,2015-07-23,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,20000000.0,Series B
1696,2015-07-23,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Equity,15000000.0,Strategic Investment
1697,2015-07-23,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,Series A
1698,2015-07-23,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,Late Stage
1699,2015-07-23,JetSetGo,Private Jet/ Helicopter Marketplace,,New Delhi,YourWeCan Ventures,Seed Funding,,
1700,2015-07-24,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Equity,1000000.0,Bridge round
1701,2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,Indian Angel Network,Seed Funding,,
1702,2015-07-25,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,15000000.0,Series A
1703,2015-07-27,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,6000000.0,Series A
1704,2015-07-27,Townrush,B2B logistics delivery platform,,Bangalore,Lightspeed Venture Partners,Seed Funding,,
1705,2015-07-27,Locus,Logistics Automation Platform,,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,,
1706,2015-07-27,Bevy,Online Hiring Platform,,Bangalore,Varun Agarwal & Others,Seed Funding,,
1707,2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,Series D
1708,2015-07-28,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,700000000.0,"Late Stage, 10th Round More here"
1709,2015-07-28,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000.0,
1710,2015-07-28,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000.0,
1711,2015-07-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000.0,Series A
1712,2015-07-29,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000.0,
1713,2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000.0,Series A
1714,2015-07-29,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,1200000.0,Series A
1715,2015-07-30,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,600000.0,Pre-Series A
1716,2015-07-30,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000.0,Series A
1717,2015-07-30,Droom.in,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,Series A
1718,2015-07-30,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0,
1719,2015-07-30,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0,
1720,2015-07-30,Wassup,On-Demand Laundry & Dry cleaning App,,Chennai,B S Nagesh,Private Equity,,Pre-Series A
1721,2015-07-30,Cartisan,On-Demand Car services App,,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,,
1722,2015-07-31,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,pre-Series A
1723,2015-07-31,TripFactory,Online Curated Holiday package bookings,,Bangalore,"Aarin Capital Partners,",Private Equity,,Series A
1724,2015-07-31,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,2000000.0,Series A
1725,2015-07-31,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,5000000.0,Strategic Investment
1726,2015-06-01,Vyomo,Beauty and Wellness Platform,,New Delhi,Aprameya Radhakrishna,Seed Funding,,
1727,2015-06-01,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,Series B
1728,2015-06-01,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,
1729,2015-06-01,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,4000000.0,Series C
1730,2015-06-01,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,
1731,2015-06-01,CredR,Used two-wheeler Marketplace,,Mumbai,GrowthStory,Seed Funding,,
1732,2015-06-01,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,Pre-Series A
1733,2015-06-01,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,550000.0,
1734,2015-06-01,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,
1735,2015-06-02,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,35000000.0,Series A
1736,2015-06-02,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,
1737,2015-06-02,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Udaipur,Ennovent Impact Investment Holding,Private Equity,,Series A
1738,2015-06-03,Entropy Innovations,Engineering Innovations,,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,,
1739,2015-06-03,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,3000000.0,Series A
1740,2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,100000.0,
1741,2015-06-03,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,15000000.0,Series B
1742,2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,
1743,2015-06-03,MyPoolin,P2P Payments platform,,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,,
1744,2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,
1745,2015-06-03,KAARYAH,Women Lifestyle Marketplace,,Gurgaon,Ratan Tata,Seed Funding,,
1746,2015-06-04,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,137000000.0,Series C
1747,2015-06-04,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,1000000.0,Pre-Series A
1748,2015-06-04,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,20000000.0,Series C
1749,2015-06-04,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Equity,50000000.0,Late Stage
1750,2015-06-05,kWatt Solutions,Renewable energy solutions,,Mumbai,,Seed Funding,500000.0,
1751,2015-06-05,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,Series A
1752,2015-06-05,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0,Series A
1753,2015-06-08,PosterGully,Artist / Designer Marketplace,,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,,
1754,2015-06-08,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,Series B
1755,2015-06-09,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,5000000.0,Series A
1756,2015-06-09,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000.0,Series B
1757,2015-06-09,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Seed Funding,234000.0,
1758,2015-06-09,Printland,Online Printing Services,,New Delhi,SIDBI Venture Capital Ltd,Private Equity,,Series A
1759,2015-06-09,Teritree,Digital Marketing Services,,Bangalore,KCL,Seed Funding,140000.0,
1760,2015-06-10,Guiddoo,Travel Guide Mobile App,,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,,
1761,2015-06-10,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000.0,Series A
1762,2015-06-11,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,350000.0,
1763,2015-06-11,Faircent.com,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000.0,Pre-Series A
1764,2015-06-12,La Renon,Global Healthcare products,,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,Series A
1765,2015-06-15,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Equity,50000000.0,Series B
1766,2015-06-15,iSTAR,Skill Training & Placement Platform,,Bangalore,Unitus Seed Fund,Private Equity,,Series A
1767,2015-06-15,Shippr,Intra-City Logistics service,,Bangalore,i2india Pvt Ltd,Seed Funding,500000.0,
1768,2015-06-16,FoodAbhi,online tiffin service aggregator,,Mumbai,Group of angel investors,Seed Funding,,
1769,2015-06-16,Karma Recycling,Electronic Goods recycling service,,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,,Series A
1770,2015-06-16,CouponRaja,Online Coupon & comparison platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000.0,
1771,2015-06-17,Babychakra,Parents & Kids Online platform,,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,,
1772,2015-06-17,Jiffstore,Online Grocery platform,,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,,additional funding round
1773,2015-06-17,MyDentist,Dental Clinic chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000.0,Series C
1774,2015-06-18,Moovo,On-Demand Logistics Service,,New Delhi,YouWeCan Ventures,Seed Funding,,
1775,2015-06-18,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000.0,Series A
1776,2015-06-18,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Equity,5000000.0,Series A
1777,2015-06-18,HealthifyMe,Health & Fitness App,,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,,Series A
1778,2015-06-18,CAKART.in,Online Education Marketplace,,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,,
1779,2015-06-19,Housejoy,Home services marketplace,,Bangalore,Matrix Partners,Private Equity,4000000.0,Series A
1780,2015-06-19,FundsIndia.com,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000.0,Series C
1781,2015-06-20,Cupick,Social Network for Artists,,Bangalore,Group of Angel Investors from US/India,Seed Funding,120000.0,
1782,2015-06-20,Tracxn,Startup funding platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000.0,Series A
1783,2015-06-21,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000.0,Series A
1784,2015-06-22,elong,Data Driven recruitment recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000.0,Series A
1785,2015-06-22,Ixigo,Travel Search Engine,,Gurgaon,Micromax Informatics,Private Equity,,Strategic Investment
1786,2015-06-22,SkillAngels,Brain Games Platform,,Chennai,Sprout Angels LLP,Seed Funding,,
1787,2015-06-22,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Seed Funding,500000.0,
1788,2015-06-22,Banihal,Algorithmic Match Making Platform,,New Delhi / California,Dr David Cheriton,Seed Funding,,
1789,2015-06-23,Goodservice,Mobile Chat based concierge service,,New Delhi,Sequoia Capital,Private Equity,1600000.0,Series A
1790,2015-06-23,Treebo,Online Budget Hotel Booking Service,,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,6000000.0,Series A
1791,2015-06-23,EduKart,Online education marketplace,,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0,Series A
1792,2015-06-23,Healthians.com,Preventive healthcare services,,Hyderabad,YouWeCan Ventures,Seed Funding,,
1793,2015-06-24,LabInApp,Science Learning App,,Bangalore,Unitus Seed Fund,Seed Funding,,
1794,2015-06-24,Syona Cosmetics,Beauty and Wellness platform,,Chennai,Chennai Angels,Seed Funding,,
1795,2015-06-24,Sigrid Education,Online Education Platform,,Noida,Oliphans Capital,Seed Funding,,
1796,2015-06-24,Indix,SaaS product intelligence platform,,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000.0,Series C
1797,2015-06-24,The Porter,Logistics Tech,,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000.0,Series A
1798,2015-06-24,Retention.ai,App Analytics platform,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000.0,
1799,2015-06-25,Fusion Microfinance,Micro Finance Platform,,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000.0,Series C
1800,2015-06-25,Zinka,Freight logistics platform,,Bangalore,"Accel Partners, Flipkart",Private Equity,6000000.0,Series A
1801,2015-06-26,CreditMantri,Credit Management Services,,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000.0,Series A
1802,2015-06-26,GetMyPeon,Hyperlocal Handyman Services,,Mumbai,Undisclosed investors,Seed Funding,250000.0,
1803,2015-06-29,UrbanClap,Hyperlocal services marketplace,,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,10000000.0,Series A
1804,2015-06-29,StayGlad,Beauty services Mobile Marketplace,,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,,
1805,2015-06-29,AdWyze,Marketing / Advertising Automation platform,,Bangalore,Mape Advisory,Seed Funding,1000000.0,
1806,2015-06-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000.0,
1807,2015-06-30,Buttercups,Online Lingerie platform,,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,,
1808,2015-06-30,RailYatri,Railways Information Mobile app,,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,,Pre-Series A
1809,2015-06-30,aagaar.com,Hyperlocal grocery delivery,,Gurgaon,Group of Investors,Seed Funding,,
1810,2015-06-30,Flatchat,Flat rental Mobile App,,Bangalore,Commonfloor,Private Equity,2500000.0,Strategic Funding
1811,2015-06-30,MyCFO,Wealth Management Platform,,Mumbai,Sameer Koticha,Private Equity,1500000.0,Series A
1812,2015-05-01,Foodpanda,Online Food Delivery,,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000.0,Series D
1813,2015-05-01,Termsheet,Fund Raising Platform,,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000.0,
1814,2015-05-04,Applicate,Workforce Management Software,,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000.0,
1815,2015-05-04,World Art Community,Online Art Marketplace,,Gurgaon,Viraj Tyagi & others,Seed Funding,200000.0,
1816,2015-05-04,SpoonJoy,Online Food Delivery,,Bangalore,SAIF Partners,Seed Funding,1000000.0,
1817,2015-05-05,Seed Schools,Affordable Education,,Hyderabad,Acumen Fund,Seed Funding,650000.0,
1818,2015-05-05,Ignis Careers,Career Development,,Hyderabad,Acumen Fund,Seed Funding,250000.0,
1819,2015-05-05,Square Yards,Real Estate Advisory,,Gurgaon,Undisclosed Investors,Private Equity,6000000.0,pre-Series A
1820,2015-05-05,Fintellix,Banking Analytics Platform,,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,15000000.0,Series C
1821,2015-05-05,Customer360,Customer Engagement Platform,,Mumbai,Vishwas Patel,Seed Funding,,
1822,2015-05-06,Delhivery,Ecommerce Logistics,,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000.0,Series D
1823,2015-05-06,Swiggy,Online Food Delivery,,Bangalore,Norwest Venture Partners,Private Equity,15000000.0,Series B
1824,2015-05-07,Uniphore,Speech Recognition Solutions,,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,,Series A
1825,2015-05-07,Box8,Online Food Delivery,,Mumbai,Mayfield Ventures,Private Equity,3500000.0,Series A
1826,2015-05-07,Toppr,Online Education Platform,,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,10000000.0,Series B
